DevolucionID,VentaID,ClienteID,FechaDevolucion,Motivo
D01527,V007510,C00330,2025-02-15,Producto defectuoso
D01528,V007520,C00305,2026-01-14,Producto defectuoso
D01529,V007522,C00874,2025-12-23,Producto defectuoso
D01530,V007524,C00539,2025-10-13,Producto defectuoso
D01531,V007533,C00804,2025-06-01,Entrega tardía
D01532,V007535,C00609,2025-03-13,Producto defectuoso
D01533,V007541,C00938,2025-07-24,Entrega tardía
D01534,V007542,C00268,2025-10-11,Producto incorrecto
D01535,V007544,C00354,2025-03-13,Entrega tardía
D01536,V007545,C00235,2025-01-30,Producto dañado
D01537,V007547,C00799,2025-04-17,Cambio de opinión
D01538,V007556,C00435,2025-10-31,Producto dañado
D01539,V007558,C01110,2025-01-23,Producto dañado
D01540,V007561,C00749,2025-04-21,Entrega tardía
D01541,V007564,C00369,2025-04-30,Producto defectuoso
D01542,V007565,C01020,2025-08-17,Entrega tardía
D01543,V007572,C00538,2025-12-09,Entrega tardía
D01544,V007578,C00853,2025-05-18,Cambio de opinión
D01545,V007582,C00666,2025-02-03,Cambio de opinión
D01546,V007583,C00229,2025-06-17,Cambio de opinión
D01547,V007586,C00093,2025-05-22,Producto incorrecto
D01548,V007588,C00522,2025-03-20,Entrega tardía
D01549,V007596,C00342,2025-09-23,Producto defectuoso
D01550,V007601,C00621,2025-03-10,Entrega tardía
D01551,V007606,C00069,2025-07-19,Producto dañado
D01552,V007624,C00553,2025-09-21,Entrega tardía
D01553,V007626,C00054,2026-01-12,Cambio de opinión
D01554,V007634,C00612,2025-06-09,Entrega tardía
D01555,V007635,C01056,2025-08-28,Producto incorrecto
D01556,V007640,C00148,2025-10-11,Producto defectuoso
D01557,V007642,C00215,2025-10-07,Entrega tardía
D01558,V007651,C00568,2025-11-08,Entrega tardía
D01559,V007657,C00335,2025-07-20,Cambio de opinión
D01560,V007658,C00864,2025-07-15,Producto dañado
D01561,V007667,C00890,2025-06-09,Producto incorrecto
D01562,V007669,C00524,2025-12-28,Producto dañado
D01563,V007671,C00669,2025-04-11,Entrega tardía
D01564,V007675,C00152,2025-07-18,Producto dañado
D01565,V007690,C00111,2025-01-28,Producto defectuoso
D01566,V007695,C00535,2025-02-13,Producto incorrecto
D01567,V007698,C01073,2025-03-23,Producto dañado
D01568,V007699,C00438,2025-06-28,Producto defectuoso
D01569,V007704,C01017,2025-02-18,Cambio de opinión
D01570,V007705,C01148,2025-09-28,Producto dañado
D01571,V007707,C00196,2025-04-16,Producto dañado
D01572,V007710,C00658,2025-02-21,Cambio de opinión
D01573,V007726,C00690,2025-05-12,Cambio de opinión
D01574,V007732,C00851,2025-04-02,Producto defectuoso
D01575,V007733,C01155,2025-05-05,Entrega tardía
D01576,V007735,C00147,2025-04-16,Producto incorrecto
D01577,V007741,C00334,2025-05-29,Cambio de opinión
D01578,V007743,C01125,2025-11-14,Producto defectuoso
D01579,V007745,C00019,2025-10-17,Producto dañado
D01580,V007746,C00458,2025-05-05,Producto defectuoso
D01581,V007750,C00906,2025-07-05,Producto incorrecto
D01582,V007752,C00808,2025-06-29,Producto incorrecto
D01583,V007753,C00664,2025-11-04,Entrega tardía
D01584,V007756,C00200,2025-07-07,Producto incorrecto
D01585,V007757,C00976,2025-07-05,Producto dañado
D01586,V007759,C00165,2025-08-26,Cambio de opinión
D01587,V007763,C00569,2025-09-16,Producto defectuoso
D01588,V007767,C00204,2025-10-13,Cambio de opinión
D01589,V007775,C00800,2025-03-07,Producto dañado
D01590,V007783,C00601,2025-12-25,Entrega tardía
D01591,V007784,C00059,2025-09-16,Cambio de opinión
D01592,V007785,C00542,2026-01-09,Producto dañado
D01593,V007794,C01063,2025-05-05,Producto dañado
D01594,V007803,C00840,2025-08-23,Cambio de opinión
D01595,V007816,C01187,2025-12-09,Cambio de opinión
D01596,V007818,C00103,2025-05-13,Cambio de opinión
D01597,V007820,C00925,2025-07-06,Cambio de opinión
D01598,V007829,C00580,2025-11-07,Producto incorrecto
D01599,V007832,C00142,2025-06-28,Producto incorrecto
D01600,V007835,C00500,2025-10-29,Cambio de opinión
D01601,V007851,C00709,2025-01-26,Cambio de opinión
D01602,V007852,C00503,2025-10-22,Producto defectuoso
D01603,V007863,C00931,2025-03-02,Producto defectuoso
D01604,V007864,C00123,2025-04-21,Producto incorrecto
D01605,V007866,C01107,2025-05-17,Producto dañado
D01606,V007879,C01042,2025-07-18,Entrega tardía
D01607,V007880,C00510,2025-07-01,Entrega tardía
D01608,V007885,C00214,2025-09-11,Producto dañado
D01609,V007886,C01108,2025-07-13,Cambio de opinión
D01610,V007892,C00248,2025-04-29,Producto incorrecto
D01611,V007893,C00505,2025-03-18,Entrega tardía
D01612,V007907,C00514,2025-12-09,Producto dañado
D01613,V007908,C01040,2025-09-27,Producto defectuoso
D01614,V007917,C00366,2025-01-24,Producto dañado
D01615,V007925,C00476,2025-09-19,Entrega tardía
D01616,V007929,C00471,2025-09-12,Producto defectuoso
D01617,V007930,C00300,2026-01-04,Producto defectuoso
D01618,V007931,C00320,2025-10-27,Entrega tardía
D01619,V007933,C00035,2025-12-08,Producto defectuoso
D01620,V007936,C00144,2025-05-17,Entrega tardía
D01621,V007937,C00854,2025-08-09,Entrega tardía
D01622,V007938,C00963,2025-07-31,Producto dañado
D01623,V007940,C01185,2025-11-11,Entrega tardía
D01624,V007941,C00916,2025-02-13,Producto dañado
D01625,V007942,C00041,2025-04-18,Producto incorrecto
D01626,V007944,C01191,2025-04-25,Entrega tardía
D01627,V007956,C00475,2025-06-14,Producto defectuoso
D01628,V007960,C00792,2025-04-21,Producto incorrecto
D01629,V007974,C00647,2025-03-28,Cambio de opinión
D01630,V007981,C00345,2025-08-27,Producto incorrecto
D01631,V007984,C00449,2026-01-22,Producto dañado
D01632,V007990,C00960,2025-11-07,Producto dañado
D01633,V007998,C00311,2025-04-04,Producto defectuoso
